ROCO_ID,PMC_ID,Keywords,Caption
ROCO_03882,PMC3149420_ijmsv08p0420g01.jpg,"hyperintense,spine,image,thoracic,t1,intramedullary,hypointense,mr,lesion,t2wi,sagittal,t1wi,cystic"," Sagittal T1, T2-weighted MR image of thoracic spine showing a relatively well defined cystic intramedullary lesion with hypointense on T1WI and hyperintense on T2WI."
ROCO_03883,PMC4683492_AER-9-440-g001.jpg,"marking,shadow,radiograph,chest,vascular,cardiac,posterioranterior,pulmonary,view", Chest radiograph showing posterior-anterior view showing “egg-shaped” cardiac shadow and increased pulmonary vascular markings
ROCO_03884,PMC3361810_IJO-60-175-g002.jpg,"biomicroscopy,ultrasound,process,image,rise,angulation,iridotrabecular,iri,contact,downward,root,ciliary"," Ultrasound biomicroscopy image showing anteriorly directed ciliary processes, a steep rise of the iris from the root, followed by downward angulation and iridotrabecular contact"
ROCO_03885,PMC2954374_ATM-5-201-g004.jpg,"count,batswing,patient,xray,appearance,groundglas,cd4,chest,shape,perihilar", A chest X-ray of a patient with a CD4 count <200/mm3 showing perihilar ground-glass appearance in the shape of bats-wings
ROCO_03887,PMC2896733_ceo-3-110-g004.jpg,"choana,image,polyp,coronal,antrochoanal,ct", Coronal CT image of an antrochoanal polyp extending to both choana.
ROCO_03888,PMC3132162_1752-1947-5-236-1.jpg,"axial,scan,chest,ct", Axial CT chest scan.
ROCO_03889,PMC3052610_kjr-12-196-g007.jpg,"flecked,scan,wall,enlarged,gallbladder,lesion,necrosi,ct,area,tuberculosi,show,black,white,local,node,mas,multiple,lowdensity,liver,lymph,mantransverse,calcification,central,renal,mild,peripancreatic,massive,arrow,hepatic,cyst,enhancement"," Gallbladder tuberculosis in 78-year-old man.Transverse contrast-enhanced CT scan shows local mass with flecked calcifications of gallbladder wall (white and black arrows) with mild enhancement and central necrosis, and this was accompanied with hepatic tuberculosis, which showed massive low-density lesion with multiple flecked calcifications in liver surrounding gallbladder. Calcificated enlarged lymph nodes in peri-pancreatic area are also seen. Further, multiple renal cysts are also seen."
ROCO_03890,PMC4124930_kjs-11-45-g003.jpg,"ventral,hinge,bone,cortice,nonunion,dorsal", Hinge nonunion with no bone bridging either dorsal or ventral cortices of the hinge.
ROCO_03891,PMC5650002_wjon-08-081-g002.jpg,"size,upper,mas,cm,scan,pole,report,ct,kidney,left", CT scan reports 6.8 × 7.7 cm size mass at the upper pole of left kidney.
ROCO_03893,PMC5490137_AER-11-536-g001.jpg,"anterior,interscalene,groove,image,middle,black,location,scalene,c5c6,root,line,muscle,c7,usual", The image shows C5–C6 root over the anterior scalene muscle rather than the groove between anterior and middle scalene muscle. The C7 root is seen in the usual location that is the interscalene groove. The interscalene groove is shown with the black line between anterior and middle scalene muscle
ROCO_03894,PMC2384046_11999_2008_190_Fig1_HTML.jpg,"hip,developmental,preoperative,woman,bilateral,femoral,presence,oa,radiograph,hypoplasia,dysplasia,secondary,left", This preoperative radiograph shows the left hip of a 49-year-old woman with bilateral femoral hypoplasia in the presence of developmental dysplasia of the hip and secondary OA.
ROCO_03895,PMC2832769_1758-3284-2-3-1.jpg,"expansive,muscle,central,computed,scan,pretreatment,show,space,mas,heterogeneou,softtissue,axial,medial,masseter,infiltration,tomography,pterigoid,cervical,necrosi,masticator"," Pre-treatment axial cervical contrast-enhanced computed tomography scan. The scan shows a bulky, expansive, soft-tissue mass at the masticator space with heterogeneous enhancing and central necrosis. The infiltration of the masseter and medial pterigoid muscles is seen."
ROCO_03896,PMC3560146_NAJMS-5-72-g004.jpg,"tomography,nodule,breast,thorax,computed", Contrast-enhanced computed tomography thorax showing left breast nodule
ROCO_03897,PMC2706807_1746-160X-5-13-3.jpg,"panoramic,preoperative,radiograph", Pre-operative panoramic radiograph.
ROCO_03899,PMC5002455_CRIM2016-8708251.001.jpg,"fibrosi,trachea,sign,xray,enlargement,chest,year"," Chest X-ray conducted 24 years ago, displaying a trachea enlargement without any signs of fibrosis."
ROCO_03900,PMC5582504_cro-0010-0720-g03.jpg,"week,lesion,scan,showing,reduction,nivolumab,liver,size,ct", CT scan showing a marked reduction in size of the liver lesion after 5 weeks of nivolumab.
ROCO_03901,PMC4355565_CRID2015-582462.001.jpg,"molar,mandibular,right,complete,radiograph,initial,mesiolingual,primary,panoramic,second,case1,impaction,bone,inclination", Initial panoramic radiograph: case  1. Complete impaction and mesiolingual inclination of the mandibular right second primary molar in the mandibular bone.
ROCO_03902,PMC3697234_CRIM.PULMONOLOGY2013-974567.001.jpg,"effusion,right,partial,bilateral,pleural,plain,xray,atelectasi,bibasilar,radiograph,chest,lung,calcification,linear"," A chest plain radiograph (X-ray) showing bilateral pleural effusion, partial bibasilar atelectasis, and linear pleural calcifications involving the right lung."
ROCO_03903,PMC2856582_1477-7819-8-19-3.jpg,"contrastenhanced,mas,woman,stomach,arrow,yearold,glomu,tumor,computer,enhanced,tomography"," Glomus tumor of the stomach in a 72 year-old woman: On a contrast-enhanced computer tomography scan, the mass is greatly enhanced (arrow)."
ROCO_03904,PMC4588254_12880_2015_84_Fig2_HTML.jpg,"diameter,head,right,landmark,femoral,ap,ischial,fh,asi,tuberosity,line,anatomic,view"," Anatomic landmarks in AP view: ASIS (A and A’), ischial tuberosity (B and B’). The right femoral head diameter is indicated by and was measured using line “fh”"
ROCO_03905,PMC4877830_OAMJMS-3-420-g002.jpg,"ovary,right,liver", Right ovary and liver.
ROCO_03906,PMC4890508_13256_2016_935_Fig1_HTML.jpg,"mas,arrowhead,computed,abdominal,scan,tomographic,orange,lesion,rectum", An abdominal computed tomographic scan revealing a mass lesion in the rectum (orange arrowheads)
ROCO_03907,PMC5567064_crn-0009-0168-g04.jpg,"great,flow,angiography,absence,galen,sagittal,vein,view"," Angiography, sagittal view, showing the absence of flow in the great vein of Galen."
ROCO_03908,PMC4603224_JoU-2013-0029-g005.jpg,"inhibit,concrement,calot,accurate,anatomical,wall,gallbladder,misshaped,assessment,region,structure"," Considerably thickened wall, enlarged gallbladder obstructed by a concrement. The misshaped region of the Calot's triangle inhibits accurate assessment of anatomical structures"
ROCO_03909,PMC4983645_gr1.jpg,"right,cm,scan,image,cm25,deep,fig1,tomography,superinfected,laryngeal,section,emphysema,axial,membrane,cm3,thyrohyoid,lesion,collapse,asterisk,component,intraextra,coronal,airway,neck,extension,level,hydroaeric,compatible,plane,arrow,mixed,laryngocoele,side,cystic"," A computed tomography scan revealed a cystic lesion with a hydroaeric level (arrow) in the axial images (Fig. 1) And an intra-extra laryngeal component on the right side with extension through the thyrohyoid membrane of 5 Cm × 3 Cm × 2.5 Cm which could be determined in the coronal sections (Fig. 2), with airway collapse, compatible with a superinfected mixed laryngocoele, associated with emphysema in the deep planes of the neck (asterisk)."
ROCO_03910,PMC4893042_13089_2016_43_Fig1_HTML.jpg,"bline,head,vertical,extend,pleural,image,line,perpendicular,deep,echogenic,edge,artifact,arrow,horizontal,comettail,rib,example,ringdown", Example of B-lines. The pleural line (horizontal arrow) is identified as an echogenic line noted about 0.5-cm deep and perpendicular to the rib shadowing (vertical arrows). The comet-tail or ring-down artifacts (arrow heads) begin at the pleural line and extend to the edge of the image
ROCO_03911,PMC4402163_CRID2015-519824.004.jpg,"lesion,sequence,signal,fat,reduction,mri,suppression", MRI showed the lesion with signal reduction in the sequences with fat suppression.
ROCO_03912,PMC4168644_JCIS-4-45-g013.jpg,"anterior,blue,mas,right,female,patellar,show,asterisk,superficial,patella,socalled,bursa,part,red,bursiti,arrow,housemaid,knee,white,painful,ligament"," 33-year-old female who suffered from painful mass in the anterior part of the right knee diagnosed as having housemaid's knee. Ultrasound of the anterior knee shows prepatellar bursitis (between red asterisks), the so-called housemaid's knee. This bursa was situated superficial to the patellar ligament (blue arrows) and to the patella (white arrow)."
ROCO_03913,PMC3656529_IJHG-18-356-g002.jpg,"index,ab,thumb,fingure,hand,hyperostosi,middle,right,ray"," X - ray hands showing hyperostosis of both index and middle fingure (a,b) and thumb of right hand (b)"
ROCO_03915,PMC5326240_PAMJ-25-193-g002.jpg,"pleurale,le,tomodensitomtrique,lobe,lsion,infrieur,coupe,sou,sur,moyen,une", Lésions nodulaires sous pleurales intéressant le lobe moyen et inférieur droit sur une coupe tomodensitométrique
ROCO_03916,PMC3728748_IJNM-27-201-g006.jpg,"ulna,thickening,ossification,irregular,forearm,membrane,subperiosteal,radiu,symmetric,lt,formation,exuberant,cortical,xray,bone,interosseu", X-ray of both forearm showed symmetric exuberant irregular sub-periosteal bone formation with cortical thickening in both radius and ulna and there is interosseus membrane ossification in Lt forearm
ROCO_03918,PMC5328745_gr1.jpg,"upper,mas,radiography,lesion,dotted,tumor,field,chest,right,lung,mediastinal,circle", Chest radiography revealed a mass lesion in mediastinal right upper lung field. Tumor lesion was indicated by dotted circle.
ROCO_03919,PMC3560768_medscimonit-18-7-CR443-g002.jpg,"radiograph,chest,multiloculation", Multiloculations in chest radiograph.
ROCO_03920,PMC4369964_omu00101.jpg,"temporal,greater,second,lobe,signal,diagnosi,intensity,increased,encephaliti,simplex,axial,medial,time,mri,herpes,flair"," MRI axial FLAIR at time of second diagnosis of herpes simplex encephalitis with increased signal intensity in the medial temporal lobes, right greater than left."
ROCO_03922,PMC4143741_cjim-5-176-g001.jpg,"bowel,catheter", Showing the catheter in the bowel
ROCO_03924,PMC5016909_iort-87-497.F02.jpg,"popliteal,patient,tgct,image,recurrent,osseou,intensity,joint,deposition,low,knee,mri,fossa,compartment,posterior,signal,destruction"," Gradient-echo-based MRI image from a patient with recurrent t-GCT (left knee). There was very low signal intensity corresponding to hemosiderin depositions, particularly in the posterior compartment of the joint and in the popliteal fossa. There was also osseous destruction."
ROCO_03925,PMC4827792_ccrep-9-2016-031f2.jpg,"right,lesion,cm,lobe,t2,heterogeneou,mri,hepatic,hyperintense"," MRI demonstrating a mildly heterogeneous T2 hyperintense lesion in the right hepatic lobe, measuring approximately 4.4 cm × 4.8 cm × 4.9 cm."
ROCO_03927,PMC3306114_jovr_v06_no4_09f12.jpg,"wide,behet,truncal,form,meningoparenchymatou,signal,alteration,disease,foci,t2hypointense"," Behçet ‘s disease, meningo-parenchymatous form: wide truncal signal alterations (mostly T2-hyperintense, with some T2-hypointense foci)."
ROCO_03928,PMC5136418_JDS-17-370-g005.jpg,"plate,multiple,scan,displacement,expansion,lingual,foci,buccal,cortical,calcification,ct"," CT scan revealing expansion of buccal and lingual cortical plates, displacement of teeth # 12, and multiple foci of calcifications."
ROCO_03929,PMC4954860_JoU-2016-0016-g018.jpg,"node,superior,mesentery,bowel,lymph,sign,sandwich,mesenteric,vessel,enlarged,nonhodgkin,manifestation,small,lymphoma", “Sandwich” sign in the small bowel mesentery (arrows) created by enlarged lymph nodes surrounding the superior mesenteric vessels – a manifestation of non-Hodgkin lymphoma
ROCO_03930,PMC5007420_gr2.jpg,"cavitary,lower,smaller,scan,lobe,lateral,mas,upper,chest,nodule,lung,aspect,subpleural,ct,posterior,left", Chest CT scan showing subpleural mass in the lateral aspect of the left upper lung lobe and a smaller spiculated and eccentrically cavitary 1.4 cm nodule in the posterior and subpleural aspect of the left lower lobe.
ROCO_03931,PMC4282852_gnl-09-118f1.jpg,"inversu,bile,abdominal,scan,duct,bladder,stone,tomography,coronal,totali,arrow,gall,multiple,white,situ,view", Abdominal computed tomography scan (coronal view) showing situs inversus totalis and a bile duct stone (white arrow) and multiple gall bladder stones.
ROCO_03932,PMC5029975_AJUM-16-16-g003.jpg,"heart,right,mediastinal,shift,showing,cdh,chamber,liver,stomach,view,side,left", Left sided CDH showing stomach and liver in the four chamber view and mediastinal shift of the heart to the right side.
ROCO_03933,PMC4265541_CRIOT2014-382495.002.jpg,"water,liquid,hypopharyngeal,leak,space,prevertebral,soluble,posterior,swallow,contrast", Water soluble contrast swallow showing a posterior hypopharyngeal leak with liquid tracking down the prevertebral space.
ROCO_03934,PMC3303501_JOMFP-16-107-g003.jpg,"opg,hypercementosi,root,tooth", OPG shows hypercementosis of the teeth roots.
ROCO_03936,PMC4176444_can-8-466fig3.jpg,"excretion,sequence,urographic,kidney,left", A urographic sequence of the left kidney does not show any excretion.
ROCO_03937,PMC4045363_ISRN.ORTHOPEDICS2014-542623.002.jpg,"screw,segment,distal,concave,fracture,poller,side", Poller screw placed on the concave side close to the fracture in the distal segment.
ROCO_03938,PMC4250007_PAMJ-18-319-g001.jpg,"dcollement,fmoral,piphysaire,suprieur", Décollement épiphysaire fémoral supérieur
ROCO_03940,PMC3173836_JCIS-1-10-g003.jpg,"upper,right,lesion,sinu,area,image,radioopaque,nasal,mid,side,axial,facial,airway,skeleton,maxillary,ct"," Axial CT image shows a radioopaque lesion occupyng most of the facial area in the mid and upper facial skeleton on the right side, which is significantly expanded. The maxillary sinus and nasal airway on the right are obliterated."
ROCO_03941,PMC4872948_1679-4508-eins-12-3-0347-gf01-pt.jpg,"componente,do,computadorizada,sinai,junto,tomografia,na,aparelho,lacrimal,tambm,orbitrio,ao,cavidade,pterigopalatina,infiltrando,remanescente,stio,plano,face,psseptai,esquerda"," Tomografia computadorizada de seios da face. Sinais de persistência de lesão junto aos limites dos sítios cirúrgicos, na fossa pterigopalatina esquerda, nas cavidades antrais remanescentes à esquerda e de maior componente orbitário também à esquerda, infiltrando planos pré e pós-septais e o aparelho lacrimal"
ROCO_03942,PMC3362870_ci12001701.jpg,"scan,image,curved,necrosi,ct,arrowhead,area,esophagu,note,axial,intraluminal,low,luman,contrast,mas,attenuation,gist,man,lower,amount,esophageal,arrow,small,oral", A 71-year-old man with esophageal GIST. Axial image from a contrast-enhanced CT scan demonstrates a hypoattenuating well-circumscribed mildly enhancing intraluminal mass in the lower esophagus (arrow). Note subtle low attenuation area of necrosis within the mass (arrowhead). Compressed lumen of the esophagus containing small amount of oral contrast is seen (curved arrow).
ROCO_03943,PMC5331079_192_2016_3150_Fig2_HTML.jpg,"ii,junction,neck,level,wall,image,vaginal,bladder,thicknes,anorectal,ultrasound,measurement", Ultrasound image showing measurement of vaginal wall thickness at the level of the bladder neck i and the anorectal junction ii
ROCO_03944,PMC5016836_JCHIMP-6-31438-g002.jpg,"patent,thrombu,foraman,pfo", Thrombus in patent foramen ovale (PFO).
ROCO_03945,PMC3310102_11-0597-F.jpg,"sant,barletta,italy,skull,showing,unerupted,tooth,radiograph,church,andrea"," Radiograph of skull found under Sant’ Andrea church in Barletta, Italy, in 2009, showing unerupted teeth (circled) that were later extracted aseptically."
ROCO_03947,PMC3154269_pone.0023129.g002.jpg,"hip,ossification,heterotopic", Encircling Hip Heterotopic Ossification.
ROCO_03948,PMC5390232_EJHS2701-0085Fig3.jpg,"mas,sinu,density,maxillary,scan,nasal,turbinate,homogenou,ct", CT scan showing a homogenous density mass involving maxillary sinus and nasal turbinates bilaterally obliterated.
ROCO_03952,PMC2769402_1757-1626-0002-0000008103-005.jpg,"retropharyngeal,swelling,space", Swelling of the retropharyngeal space.
ROCO_03953,PMC3417907_mder-4256-31f1.jpg,"implantation,mckeefarrar,prosthesi,year", McKee–Farrar prosthesis 37 years after implantation.
ROCO_03955,PMC3435948_10.1177_1941738112448733-fig15.jpg,"physeal,olecranon,sagittal,arrowhead,edema,sixteenyearold,magnetic,pitcher,t2,arrow,resonance,male,scar", Sixteen-year-old male pitcher. Sagittal T2 fat-saturated magnetic resonance. Edema is seen throughout the olecranon (arrow) running up to the physeal scar (arrowhead) and slightly beyond it.
ROCO_03956,PMC4336385_gr2.jpg,"hip,developmental,dysplasia,unilateral", Unilateral developmental hip dysplasia.
ROCO_03958,PMC2842180_ci10000303.jpg,"sphenoid,mas,parameningeal,space,nasal,sinu,appearance,due,rm,postgadolinium,axial,mri,pterygopalatine,fossa,girl,similar,posterior,left", Parameningeal RMS in a 6-year-old girl. T1-weighted post-gadolinium axial MRI shows an avidly enhancing mass in the left sphenoid sinus extending into the posterior nasal space and pterygopalatine fossa (arrow). Histologically this mass was rhabdomyosarcoma but similar MRI appearances may be due to angiofibroma.
ROCO_03959,PMC4891616_gr2.jpg,"show,ileal,dilatation,slide,powerpoint,loop,ct", CT shows also air-fluid dilatation of some ileal loops. [Powerpoint Slide]
ROCO_03960,PMC4104538_CJ-11-16-g001.jpg,"mas,right,mediastinal,standardized,positron,uptake,image,emission,value,maximum,chest,paraspinal,tomography,posterior,region,localized", Positron emission tomography-computed tomography chest image demonstrates a localized mass in right posterior mediastinal/ paraspinal region with maximum standardized uptake value of 6.6
ROCO_03962,PMC4143526_cios-6-358-g001.jpg,"hip,osteoarthritic,area,lateral,subtrochanteric,preoperative,thickening,radiograph,cortex,change", Preoperative radiograph showing the lateral cortex thickening in the subtrochanteric area and osteoarthritic change of the hip.
ROCO_03963,PMC3435853_kjr-13-564-g001.jpg,"cancer,radiograph,chest,lung,location,scatterplot", Chest radiograph shows scatterplot of locations of 100 lung cancers.
ROCO_03965,PMC4727862_cureus-0007-000000000425-i07.jpg,"axial,month,second,representative,sirt,slouse,procedure,ct", Representative axial slice from CT obtained six months after second SIRT procedure
ROCO_03967,PMC3987369_FVVinObGyn-5-209-212-g003.jpg,"characteristic,diagnosi,clinical,cream,symptom,ultrasonography", Diagnosis through ultrasonography with clinical symptoms. Whipped cream characteristic.
ROCO_03969,PMC3817574_1750-1164-7-14-2.jpg,"postoperative,radiograph,implant,placement", Postoperative radiograph demonstrating placement of 3 implants.
ROCO_03970,PMC3081565_ATM-6-99-g002.jpg,"effusion,scan,pleural,show,hemothorax,chest,tomography,pericardial"," Computed tomography scan of chest shows right-sided hemothorax, left pleural effusion, and pericardial effusion"
ROCO_03971,PMC4184457_10.1177_2047981614540142-fig3.jpg,"arterial,image,later,defect,axial,arrow,phase,study,sma,ct"," Arterial phase, axial image from the later CT study show filling defect in SMA (arrow)."
ROCO_03972,PMC3258819_AMS-7-17624-g005.jpg,"boy,mas,multiple,symptom,plain,bowel,intussusception,film,small,loop", Intussusception in a 7-month-old boy who developed symptoms 30 h previously. The plain film indicates multiple distended small bowel loops associated with a mass
ROCO_03973,PMC2837815_10195_2010_87_Fig1_HTML.jpg,"direction,femoral,stem,charnley,visible,tantalum,axe,marker,rotation,bone"," The Charnley stem, labelled with the axes and directions of the rotations used. Tantalum markers embedded in the bone and mounted on the femoral stem are visible"
ROCO_03974,PMC3417947_lra-3-045f3.jpg,"nerve,popliteal,linear,ultrasound,trajectory,image,needle,system,probe,course,axial,sciatic,philip,medical"," Axial ultrasound (US) image of the popliteal sciatic nerve with the needle aligned with the projected needle trajectory course to the nerve. Philips Ultrasound System HD 11 with 12-3 linear probe (Philips Medical Systems; Andover, MA)."
ROCO_03975,PMC5033069_10.1177_2050313X16670304-fig4.jpg,"preoperative,iiib,type,proximal,limb,endoleak,angiogram,graft", Pre-operative angiogram demonstrating Type IIIb endoleak from proximal left graft limb.
ROCO_03976,PMC2699201_umj7802-129-f3.jpg,"upper,iliofemoral,thrombosi,collateralisation,infrarenal,mri,arrow,retroperitoneum,vena,extensive,cava,white", T2-weighted MRI demonstrating iliofemoral thrombosis extending proximally into the infrarenal vena cava (White Arrow) with extensive collateralisation (C) around the upper retroperitoneum.
ROCO_03977,PMC2740028_1757-1626-0002-0000007346-001.jpg,"preoperative,right,atrial,la,echocardiographic,defect,caliper,septal,arrow,atrium,evaluation"," Preoperative echocardiographic evaluation shows atrial septal defect (arrow; between calipers; RA: right atrium, LA: left atrium)."
ROCO_03979,PMC3016147_234_2010_705_Fig2_HTML.jpg,"anterior,schematic,caval,pattern,venou,cement,vein,plexu,internal,hemiazygo,external,perivertebral,representation,basivertebral,leakage,inferior,segmental"," Schematic representation of patterns of perivertebral venous cement leakage. Leakage into the anterior external venous plexus (A), basivertebral vein (B), anterior internal venous plexus (C), segmental vein (D), inferior caval vein, or (hemi)azygos vein (E)"
ROCO_03980,PMC2276602_IDOG2008-628985.001.jpg,"opacity,right,elevation,linear,density,hemidiaphragm,paratracheal,atelectasi,xray,chest,tissue,soft,lungconsistent", Chest X-ray. Right paratracheal soft tissue opacity measuring approximately 4 × 4 cm. Elevation of the right hemidiaphragm with a linear density in the right lower lung consistent with atelectasis.
ROCO_03983,PMC5241985_12887_2017_791_Fig1_HTML.jpg,"impression,slight,t6,endplate,vertebral,upper,imaging,arrow,mr,sagittal,stir,oedema", Close up sagittal STIR MR imaging shows oedema and slight impression of the upper endplate of T6 vertebral (arrow)
ROCO_03984,PMC4282231_usg-14051-f1.jpg,"layer,center,rectal,distension,view,transrectal,wall,axial,transducer,optimal,proper,enema,luman,ultrasonography,scanthe", Optimal transrectal ultrasonography scan.The axial view clearly shows the layers of the rectal wall with proper rectal distension after cleansing with an enema. The transducer is placed in the center of the rectal lumen.
ROCO_03985,PMC5635184_JOCR-7-38-g001.jpg,"hip,head,bilateral,magnetic,avascular,femur,imaging,resonance,necrosi", Magnetic resonance imaging of bilateral hip showing bilateral avascular necrosis of the head of the femur.
ROCO_03987,PMC3934618_cro-0007-0047-g01.jpg,"giant,abdominal,cm,presence,cavity,lesion,ct,cystic", Contrast-enhanced abdominal CT shows the presence of a partially septated giant cystic lesion measuring 20 × 11 × 13 cm in the abdominal cavity.
ROCO_03988,PMC2995113_SJG-16-315-g004.jpg,"needle,shot,wire,right,mm,image,jugular,dialysi,single,internal,percutaneou,atrium,catheter,dpi", Single shot image showing the wire advanced through the percutaneous needle up to the right atrium. Also note the dialysis catheter within the right atrium which was placed through the right internal jugular vein. 188 × 188 mm (138 × 138 DPI)
ROCO_03989,PMC3539611_medscimonit-17-8-CS99-g003.jpg,"nmr,scan,focu,system,central,nervou,inflammation", Focus of inflammation in the central nervous system seen in NMR scan.
ROCO_03990,PMC3206516_or-2011-2-e9-g008.jpg,"paralabral,patient,socket,bump,image,deformity,deep,labral,tear,fai,radial,mixed,cyst", Radial image of a patient with mixed FAI demonstrating a deep socket and a bump deformity. Corresponding labral tear and paralabral cyst.
ROCO_03991,PMC3579994_13244_2012_207_Fig35_HTML.jpg,"exhibit,lam,hrct,lobe,pattern,numerou,level,parenchyma,presence,upper,lung,thin,variable,cyst,true,cystic", LAM. HRCT at the level of the upper lobes exhibits a “cystic pattern” characterised by the presence of numerous thin walled “true” cysts of variable sized that are located in the lung parenchyma and paraseptally
ROCO_03992,PMC4531928_kjim-14-2-94-16f4.jpg,"reveal,sternum,arrow,adjacent,image,posterior,disruption,chest,tissue,aspect,cortical,soft,bone,ct", Chest CT with bone setting image reveals cortical disruption (arrow) and adjacent soft tissue swelling at the posterior aspect of the sternum.
ROCO_03993,PMC4512130_rjv09202.jpg,"tortuou,neck,aorta,aortogram,asterisk,ct", Tortuous angled neck of aorta on CT aortogram (asterisk).
ROCO_03996,PMC3285055_1752-1947-5-580-2.jpg,"trigone,lesion,edema,vasogenic,image,area,brain,axial,void,mri,signal,demonstrated,left", Axial T2-weighted MRI image showing a signal void brain lesion in the left trigone area. The surrounding vasogenic edema is well demonstrated.
ROCO_03997,PMC5004014_CRIM2016-6065259.002.jpg,"central,magnetic,t2,pontine,myelinolysi,resonance", T2 magnetic resonance imaging demonstrating central pontine myelinolysis.
ROCO_03998,PMC5073385_rb-49-04-0209-g01.jpg,"distortion,volume,los,lung,architectural,reticularopacity,left"," Left lung volume loss, with architectural distortion and reticular opacities."
ROCO_03999,PMC4475538_CRIEM2015-680279.011.jpg,"week,jaw,injury,orthopantomogram", Orthopantomogram of the jaws three weeks after the injury.
ROCO_04000,PMC3039827_2045-709X-19-2-3.jpg,"right,spectct,image,l3l4,joint,mild,arrow,white,degenerative,change,ct", CT image from SPECT/CT demonstrating mild degenerative changes at right L3/L4 facet joint (white arrow).
ROCO_04001,PMC4613584_JoU-2013-0015-g004.jpg,"diameter,doppler,irregular,scan,color,component,feature,vascularization,tumor,mm,unclassifiable,examination,polycystic,finding,ultrasound,solid,margin,transabdominal"," Polycystic tumor with solid components of irregular margins and the diameter of about 200 mm visualized in a transabdominal ultrasound examination. Color Doppler scan does not present any features of vascularization. According to IOTA, ultrasound findings are unclassifiable"
ROCO_04002,PMC4000196_poljradiol-79-79-g005.jpg,"stellate,turbo,pointarrow,central,fistula,bowel,spinecho,retraction,ssfse,axial,complex,singleshot,image,pattern,ileal,loop", Axial single-shot turbo spin-echo (SSFSE) image shows a stellate pattern of bowel loop retraction to a central point(arrow) associated with complex ileal fistula.
ROCO_04003,PMC3819910_CRIM.RADIOLOGY2013-242167.002.jpg,"popliteal,medial,plane,deep,fossa,fascial,malleolu,fascia,vein"," Popliteal fossa vein entering the deep fascia 40 cm from the medial malleolus, 6.4 mm at the fascial plane."
ROCO_04005,PMC3205763_ci11002103.jpg,"right,point,diagnosi,surface,rightsided,radiograph,close,subtle,rib,show,chest,finding,erosion,inferior,mas,neuroblastoma,biopsy,posterior,separation,paracardiac,boy,incidental,inspection"," Neuroblastoma. Chest radiograph in a 5-month-old boy shows an incidental right paracardiac mass. Close inspection of the right-sided ribs shows some separation posteriorly between the 6th and 7th ribs, and subtle erosion of the inferior surface of the posterior 6th rib medially (arrow). These findings all point to a diagnosis of neuroblastoma, confirmed on biopsy."
ROCO_04006,PMC4906857_CCD-7-163-g009.jpg,"postoperative,sinu,paranasal,view", Postoperative paranasal sinus view
ROCO_04008,PMC4020127_gou017f3.jpg,"head,material,hypoechoic,image,area,mas,echogenic,relation,lobulated,eu,pancreatic,anechoic"," EUS image showing hypoechoic lobulated mass in relation to the pancreatic head, with anechoic areas and floating echogenic material within."
ROCO_04009,PMC5635193_JOCR-7-71-g001.jpg,"femur,conventional,right,old,level,radiograph,pelvi,preinjury,deformity,anatomy,intramedullary,nailing,anteroposterior,year,patient,view,left", Conventional radiographs of the pelvis with an anteroposterior view presenting the anatomy of the left femur at the preinjury level when the patient was 10 years old and have had some intramedullary nailing of the right femur to correct a deformity.
ROCO_04010,PMC3087987_JPN-5-121-g004.jpg,"ventricular,crown,system,sign", Ventricular system presenting as the ‘Crown Sign’
ROCO_04011,PMC4289858_rju14602.jpg,"tumour,main,trunk,hilu,involvement,infiltration,artery,pulmonary,ct,left", CT showing the tumour with infiltration of the main trunk of the left pulmonary artery with involvement of the hilus
ROCO_04012,PMC2918840_cro0003-0035-f02.jpg,"anterior,soft,mas,lesion,cect,density,lobe,segment,thorax,obliterated,consolidation,tissue,superior,upper,left,bronchu,lingular,collapse", CECT thorax showed a heterogeneously enhancing soft tissue density mass lesion in the superior segment of the lingular lobe with an obliterated lingular lobe bronchus with consolidation and collapse of the anterior segment of the left upper lobe and lingular lobe.
ROCO_04013,PMC3335711_CRIM.OBGYN2011-965910.002.jpg,"gestational,uterine,sac,double,content,wall,luman", The wall of the gestational sac (double arrows) separates its contents from the uterine lumen (arrow).
ROCO_04014,PMC5554418_aapm-07-01-35254-g002.jpg,"distance,doppler,aorta,color,lax,midesophageal,axi,view", Midesophageal Long Axis (LAX) View of the Ascending Aorta With Color Doppler Demonstrating the Distances
ROCO_04016,PMC4535012_kjim-6-1-38-7f1.jpg,"lower,nodular,density,admission,show,field,chest,pa,lung", Chest PA on admission shows multiple nodular densities on both lower lung fields.
ROCO_04017,PMC5266080_rjw240f02.jpg,"preoperative,right,maxillary,expansion,orthopantomograph,tuberosity", Preoperative orthopantomograph showing expansion of the right maxillary tuberosity.
ROCO_04018,PMC1635062_1748-7161-1-17-3.jpg,"figure,normal,see,month,scoliotic,radiograph,chest,shape,girl,difference,thorax"," Chest radiograph of a normal girl aged 18 months, showing the difference of the shape of the thorax compared with scoliotic one (see figure 2)."
ROCO_04019,PMC3616352_CRIM.MEDICINE2013-513920.005.jpg,"anterior,plate,stabilization,postoperative,spine,lateral,radiograph,c3c5,stable,cervical,cage", Postoperative lateral radiograph of the cervical spine showing a stable anterior C3–C5 stabilization using a cage and an anterior plate.
